28,26,90
184,44,249
183,32,76
117,247,201
223,190,249
42,74,26
242,32,223
223,32,158
74,32,221
42,192,91
223,238,163
188,246,91
223,200,26
211,170,192
44,13,23
135,26,197
190,47,23
249,196,199
158,228,14
188,32,193
242,227,26
197,158,152
249,210,152
140,184,150
228,186,85
223,36,11
226,35,167
174,26,206
32,223,42
91,68,44
223,66,193
216,61,26
193,152,20
238,123,51
197,193,228
143,135,109
230,6,23
174,192,238
64,109,54
152,94,57
223,217,33
200,158,26
140,152,155
26,32,193
223,116,91
74,91,226
242,22,26
46,79,247
242,51,223
131,62,50
221,68,28
51,223,197
249,56,203
26,102,11
32,223,42
26,90,173
158,228,106
23,74,32
213,56,203
228,1,106
33,176,238
13,11,158
242,152,163
224,40,23
28,72,109
32,223,42
158,228,198
249,224,228
109,174,203
123,109,33
116,43,179
152,223,70
192,238,40
44,116,106
47,23,244
74,32,221
193,137,90
140,228,202
74,26,32
23,170,110
190,143,7
193,137,190
201,186,247
152,72,23
91,68,201
90,100,124
32,223,116
36,65,26
36,26,33
152,238,34
170,137,197
190,193,201
42,106,193
68,44,61
242,14,32
242,32,223
74,32,242
76,249,134
23,244,137
242,32,223
196,238,40
242,32,223
217,136,33
23,214,146
32,74,242
223,66,158
23,6,23
43,51,223
44,249,117
170,228,143
32,223,200
23,214,146
23,43,68
108,119,34
140,184,3
123,82,158
188,91,1
123,76,249
32,242,13
184,140,76
43,22,26
221,200,26
60,91,32
184,91,107
170,51,223
74,228,102
116,109,158
91,68,28
249,206,109
36,171,124
51,223,200
26,66,193
125,170,228
68,44,23
30,106,249
32,223,50
184,28,26
1,140,192
102,188,13
8,203,34
80,23,170
242,32,23
74,192,193
242,32,223
1,176,96
44,90,246
46,242,66
90,249,206
14,82,44
55,137,190
163,109,249
170,190,143
109,158,152
74,228,148
90,238,153
25,139,32
242,32,223
28,26,90
170,28,26
221,36,44
136,249,117
247,26,13
116,193,183
26,90,199
201,23,64
74,51,170
72,109,174
242,51,249
223,50,122
158,22,143
155,168,238
123,201,23
238,38,237
134,201,249
32,106,193
65,49,113
221,36,227
22,223,173
174,152,123
91,68,50
120,23,188
162,242,32
193,26,32
162,154,23
162,158,152
51,223,200
42,221,25
190,246,222
204,246,23
23,214,183
74,91,183
221,32,130
44,92,154
140,192,128
40,23,170
1,140,152
93,23,170
32,223,42
193,183,90
193,22,102
158,228,74
116,193,31
214,51,170
197,158,170
23,170,75
140,80,14
221,226,167
32,1,54
42,58,158
23,64,109
242,75,199
72,140,23
228,238,153
228,74,170
242,200,47
43,184,94
193,228,3
200,193,158
193,110,90
90,10,244
1,72,96
249,150,62
238,126,247
23,55,75
90,72,76
1,13,124
221,66,174
68,23,58
158,228,157
193,228,50
193,80,44
140,30,143
90,227,203
55,192,199
23,91,32
223,42,58
221,183,36
32,223,73
23,162,193
242,51,44
31,86,193
91,1,25
249,27,149
91,32,223
23,170,75
223,42,74
158,202,149
91,22,26
193,22,26
162,231,30
221,190,26
228,44,23
201,174,185
170,75,174
59,46,23
221,32,107
192,74,170
123,149,244
162,242,173
223,190,202
51,44,42
32,223,32
148,222,76
148,146,23
192,193,167
73,136,35
243,105,230
23,76,230
170,179,42
28,105,96
223,167,174
68,216,61
190,23,242
174,192,249
43,3,51
74,221,200
152,223,146
36,140,249
228,44,1
193,228,249
223,200,177
72,109,131
32,223,90
51,170,200
242,42,74
242,75,151
143,96,16
213,76,114
162,191,23
152,26,36
228,3,249
66,74,221
92,1,23
170,51,223
249,225,16
242,137,200
158,228,249
23,188,193
126,247,26
123,109,249
74,242,51
192,7,46
200,26,13
50,26,116
223,173,59
44,28,26
106,23,188
76,193,23
238,37,126
105,76,238
50,230,147
34,76,171
170,228,249
36,26,193
30,102,176
26,231,183
221,32,140
242,42,214
249,27,123
4,158,1
26,217,193
11,174,16
246,249,200
147,192,1
188,242,42
23,188,242
221,197,158
228,44,59
207,23,207
250,16,242
3,249,142
51,223,42
231,174,192
125,249,247
94,42,211
43,75,151
55,57,193
23,170,75
191,43,184
71,23,221
170,100,105
74,25,91
42,74,242
68,113,167
192,44,146
162,193,228
1,51,158
249,71,115
193,183,13
26,90,201
23,162,242
68,250,167
183,32,23
116,174,192
23,43,51
242,75,91
134,192,238
223,106,230
228,249,217
126,69,76
44,36,203
23,162,140
74,68,221
74,110,221
105,23,102
211,43,66
74,221,32
68,28,26
204,242,183
94,44,143
175,225,26
242,152,34
27,32,158
229,174,189
90,244,44
188,46,73
82,193,41
42,74,26
169,184,249
179,44,116
124,105,171
103,46,23
224,140,152
193,228,247
192,230,70
68,44,28
170,3,51
242,137,223
242,200,26
51,223,42
146,242,110
140,68,155
94,197,94
23,126,247
61,200,155
23,170,75
14,249,71
200,26,90
68,123,188
162,193,179
90,50,158
170,228,14
193,152,1
158,23,170
170,197,26
238,120,96
32,167,193
15,2,249
158,23,73
206,23,242
34,68,43
221,116,174
224,199,238
162,193,228
43,68,44
152,223,171
109,249,69
26,90,238
94,116,50
222,23,55
135,246,188
43,68,163
201,244,72
158,199,1
116,158,228
23,64,184
190,247,26
158,192,249
134,210,32
176,76,175
224,72,109
121,33,23
200,26,32
23,221,188
91,68,28
33,23,193
123,7,96
68,203,123
43,51,37
113,201,186
44,7,178
1,170,227
55,228,65
90,38,23
59,46,23
76,145,175
91,190,96
174,192,44
207,43,26
193,228,201
25,90,158
23,27,204
74,91,51
72,109,140
140,76,238
44,28,26
188,204,242
51,44,197
102,26,90
158,43,51
221,116,174
193,51,223
242,51,158
228,50,131
242,200,47
76,171,1
69,188,170
28,26,90
43,184,1
214,32,221
228,143,35
170,75,23
85,199,174
129,237,125
152,44,85
193,152,20
102,35,26
224,103,224
1,242,200
221,137,223
214,110,91
123,76,249
206,23,59
227,26,197
134,58,155
247,151,3
193,183,1
249,130,235
193,228,72
135,6,96
102,72,109
3,44,201
23,207,149
94,249,6
192,223,58
16,242,183
143,59,222
44,74,170
158,228,157
74,221,183
192,174,1
30,22,26
170,82,223
3,214,38
33,91,183
249,135,158
228,238,135
162,43,51
36,33,72
23,96,91
28,26,175
137,90,155
242,152,223
242,32,223
42,214,222
223,116,43
23,74,152
25,223,90
193,228,14
51,193,76
66,155,109
44,102,65
222,76,249
23,246,51
28,26,36
36,221,249
162,193,25
188,193,228
51,44,4
32,174,23
158,228,74
110,190,22
74,193,82
1,15,183
116,242,110
13,105,188
73,66,193
158,43,190
242,137,223
14,201,48
228,74,174
68,1,59
162,242,190
221,190,26
44,32,158
242,116,242
75,23,105
34,26,171
193,110,90
137,200,158
74,137,123
200,74,43
152,59,76
44,100,240
223,116,174
193,179,206
174,192,1
48,62,193
51,207,34
242,183,32
23,142,23
26,32,158
200,26,23
249,212,149
44,246,174
183,32,249
42,106,47
192,23,170
158,228,44
170,110,226
130,247,23
152,3,127
90,1,59
23,87,23
74,163,51
223,190,249
221,68,131
28,26,200
23,242,32
220,203,61
188,242,116
214,110,242
23,102,105
34,201,85
223,42,74
91,51,175
32,223,190
115,109,93
190,26,13
249,107,69
162,249,115
242,197,74
42,91,190
228,44,158
228,1,242
188,23,193
204,242,183
193,183,90
23,170,60
174,192,46
242,200,26
158,152,238
74,106,249
100,176,174
76,249,69
216,56,51
228,3,50
155,26,32
23,170,75
193,23,170
44,158,55
242,110,223
14,167,47
222,51,44
55,183,27
105,167,193
174,30,238
46,23,193
193,199,70
246,23,55
26,209,33
242,32,223
152,106,247
43,137,94
23,188,21
61,42,106
68,221,28
26,32,158
193,228,163
217,238,126
51,223,32
249,117,247
3,190,26
223,66,158
3,44,246
242,152,249
174,23,193
193,23,170
223,36,193
249,213,245
158,228,76
238,126,247
228,34,23
175,167,193
158,199,1
158,228,238
193,228,158
204,242,173
221,32,34
123,109,230
140,244,192
221,200,193
214,222,9
102,221,68
157,23,55
23,193,192
42,74,26
152,72,109
158,249,196
34,23,55
147,192,7
197,23,91
158,228,142
110,90,123
222,200,26
26,36,121
200,174,160
242,42,242
90,249,71
174,69,23
13,105,154
158,117,170
207,247,26
158,228,249
115,23,170
90,242,32
249,71,115
193,82,223
91,42,122
190,57,249
48,201,85
51,170,42
44,3,6
23,170,75
247,192,28
36,140,136
91,36,193
95,186,175
23,249,155
204,242,51
246,242,75
193,76,1
242,51,223
74,192,170
59,26,13
170,183,197
194,240,224
242,116,158
116,158,149
193,51,3
242,116,109
249,153,192
196,76,126
249,132,76
58,51,170
247,23,162
223,200,26
193,158,149
28,26,209
75,158,26
9,244,246
23,192,193
32,91,32
43,42,214
224,188,239
192,158,1
223,42,155
116,221,110
223,200,221
189,23,249
242,183,197
162,193,192
54,23,170
134,86,193
74,228,28
193,152,72
110,43,44
242,190,26
188,36,171
221,36,140
137,4,23
43,51,238
170,82,223
109,249,69
75,92,249
192,223,23
3,59,76
140,43,68
238,126,23
140,192,207
228,58,91
214,26,36
115,201,249
43,32,158
249,196,46
199,158,40
158,228,44
221,116,192
192,207,123
191,23,25
242,75,23
32,223,91
23,207,23
207,149,35
158,152,3
68,28,70
32,223,190
223,66,74
23,91,80
60,170,228
170,51,223
146,167,6
26,90,7
110,66,193
122,216,192
201,238,138
43,75,43
246,240,43
3,238,225
123,228,28
192,249,62
85,97,30
74,91,22
199,113,193
242,32,193
23,158,192
170,51,44
117,23,170
152,223,249
45,153,242
142,183,226
74,204,221
50,193,228
242,32,223
1,249,247
91,32,190
51,223,200
26,13,124
228,74,91
193,192,96
155,26,157
26,32,167
68,28,26
158,201,249
50,23,221
32,221,116
74,43,68
242,116,91
223,116,193
137,197,158
223,200,26
82,223,190
242,75,23
58,192,1
193,152,50
238,88,160
1,179,90
175,23,175
155,23,170
158,190,44
228,193,28
58,68,91
50,26,13
26,90,163
140,228,207
7,249,115
23,44,233
223,190,193
249,213,149
221,190,26
105,186,149
23,43,1
242,200,26
25,198,52
51,221,197
238,45,153
223,42,74
209,249,71
249,71,224
221,3,32
191,23,242
26,42,158
110,32,193
13,140,23
74,228,28
242,116,140
188,201,238
200,221,26
249,139,82
68,221,176
43,32,223
242,116,242
191,242,22
190,102,136
228,238,126
43,14,32
149,91,32
28,26,90
238,93,26
26,102,176
91,190,26
140,23,55
74,26,32
109,193,23
162,221,190
90,141,188
228,3,249
221,50,76
193,227,26
223,42,214
247,240,32
1,35,177
47,23,242
23,43,179
110,23,162
162,74,191
65,188,36
43,217,167
193,148,38
152,223,249
170,75,170
125,221,190
193,30,143
105,145,119
28,105,76
188,155,6
23,199,107
26,32,174
50,74,242
44,3,76
228,28,26
192,1,148
32,201,145
43,32,193
61,158,221
116,109,171
23,170,75
32,223,116
42,242,190
44,190,247
128,238,38
170,228,72
32,223,42
43,200,26
228,246,222
91,184,59
35,47,42
92,158,23
35,249,45
41,23,41
204,43,32
109,5,201
207,159,23
228,143,28
228,44,1
137,190,238
44,175,158
223,116,106
249,71,163
162,193,179
193,152,59
162,192,170
23,130,69
216,149,26
51,223,66
15,167,158
199,249,59
183,32,193
193,228,238
228,44,171
190,26,66
237,192,238
190,143,34
242,173,176
78,170,228
190,158,201
244,202,56
23,170,75
74,91,190
249,45,192
238,189,23
246,214,192
76,238,181
23,199,158
55,228,131
105,249,67
238,85,123
36,72,109
44,74,91
109,221,42
228,145,157
1,200,26
158,82,223
177,26,32
74,91,200
23,170,60
188,242,116
51,223,102
249,107,123
23,94,22
227,23,55
214,51,43
110,13,105
223,42,169
158,146,6
162,170,152
74,91,51
23,55,75
242,50,193
7,249,62
183,217,193
123,23,242
3,44,76
142,244,87
26,32,23
223,90,96
32,223,42
223,175,199
192,193,249
142,98,23
223,217,148
23,170,75
152,108,120
23,170,228
32,223,116
91,22,202
162,103,158
158,80,190
126,247,23
3,51,223
47,188,249
26,42,158
34,76,47
242,13,36
188,32,43
193,228,3
96,242,13
68,44,76
198,189,75
23,242,137
242,32,223
158,23,221
221,36,7
184,37,34
55,102,72
149,249,40
179,90,65
42,61,110
170,152,70
50,3,127
44,7,76
162,193,192
44,50,108
223,42,174
102,26,175
42,231,170
36,105,167
223,175,158
6,82,23
59,115,26
69,244,142
91,183,32
170,30,143
223,42,214
223,42,74
190,26,95
137,216,53
231,179,43
68,43,136
32,223,197
223,116,242
61,23,55
34,247,23
51,186,163
193,152,64
170,228,22
116,221,68
140,179,90
190,223,57
190,26,102
3,238,135
242,3,32
213,167,61
242,14,200
188,105,23
44,23,108
197,193,183
32,223,66
195,26,32
221,3,32
46,23,170
188,207,123
188,242,183
72,106,193
249,149,193
228,44,106
143,148,146
26,190,169
44,222,61
200,193,26
170,183,190
82,170,116
51,44,190
42,58,170
106,175,23
123,76,171
223,200,26
174,192,214
228,249,153
44,103,108
228,1,242
32,43,42
106,249,71
33,23,43
62,51,44
96,23,221
51,223,107
23,170,75
170,51,44
60,23,1
91,36,33
23,193,228
45,23,170
190,26,32
13,72,140
74,228,123
75,151,221
224,55,152
228,44,146
191,221,183
26,209,238
23,242,32
244,249,71
228,3,177
90,50,174
221,26,36
162,74,137
68,1,28
23,221,102
162,138,61
83,158,149
238,237,197
136,46,105
3,32,223
244,44,23
50,26,90
97,192,123
50,158,1
137,249,88
179,170,32
193,179,90
193,152,28
193,228,34
106,199,1
42,136,34
42,1,109
26,158,23
192,26,193
221,66,201
186,119,175
32,130,69
228,1,91
34,40,76
116,221,183
228,34,76
62,109,108
228,50,46
223,42,242
191,231,228
110,186,120
36,201,186
102,72,26
149,193,152
186,119,175
26,32,193
91,68,1
74,26,209
193,192,44
188,158,228
55,75,207
243,23,36
43,75,107
85,106,158
80,90,193
193,228,3
214,26,209
221,32,223
162,242,32
140,23,44
149,193,30
109,174,45
46,23,43
68,50,114
192,249,241
76,15,23
